ContractPVCName,ResidenceBuildingTypeCode,MonthlyDeviceNumber,TotalOctetReceived,TotalOctetTransmitted,Gender,ReAgreementYesNo,TransferYesNo,WifiSubscriptionYesNo,SalesSmallYesNo,InternetCount,WingsCount,MaxServiceAfscrbPassoverPeriod,MinAgreementExpirationRemainingMonthCount,MaxGeneralConsultationCount,MaxQualityConsultationCount,MaxTermConsultationCount,MaxSaleConsultationCount,MaxFeeConsultationCount,MaxEtcConsultationCount,InternetProductName,AgeGroup,iptv_yn
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,0.42719749763215975,-0.7481566910164584,0,0,0,0,0,0,0,5,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,1,0,1,0.8227362047323793,-0.1839178886561949,2.627566951284594,-0.7481566910164584,0,0,0,0,0,0,4,5,1
8,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,1,0,0,0,-1.1791867490392305,-0.1839178886561949,0.6681138611707474,-0.7481566910164584,0,0,0,0,0,0,0,4,1
8,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,1,0,0,0.8227362047323793,-0.1839178886561949,-0.7292010473530613,0.10043899383286943,0,0,0,0,0,0,2,3,0
8,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,1,0,0,0,-1.1791867490392305,-0.1839178886561949,0.009609134165274355,0.6944559732273989,0,0,0,0,0,0,0,6,1
5,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,0.5396251339501673,-0.7481566910164584,0,0,0,0,0,0,0,6,1
12,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.937995229086504,1.2036133841369956,0,0,0,0,0,0,0,4,1
3,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,2,-1.1791867490392305,-0.1839178886561949,-1.002239592696794,1.5430516580767268,0,0,0,0,0,0,0,7,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,1,1,0,0,0.8227362047323793,-0.1839178886561949,3.221827314679777,-0.7481566910164584,0,0,0,0,0,0,2,6,1
11,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,1,0,0,-1.1791867490392305,-0.1839178886561949,0.009609134165274355,-0.7481566910164584,0,0,0,0,0,0,0,5,1
10,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,1,0,0,0,-1.1791867490392305,-0.1839178886561949,0.7162971338784649,-0.7481566910164584,0,0,0,0,0,0,0,6,1
8,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,1,-1.1791867490392305,-0.1839178886561949,0.7323582247810375,-0.7481566910164584,0,0,0,0,0,0,0,3,1
8,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,1,0,1,0.8227362047323793,-0.1839178886561949,1.4390462244942281,-0.7481566910164584,0,0,0,0,0,0,2,8,0
15,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,1,-1.1791867490392305,-0.1839178886561949,0.74841931568361,-0.7481566910164584,0,0,0,0,0,0,0,3,1
8,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,1,0,0,2,-1.1791867490392305,-0.1839178886561949,1.0857022246376329,-0.7481566910164584,0,0,0,0,0,0,0,7,1
7,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-1.0986061381122292,2.0522090689863237,0,0,0,0,0,0,0,4,1
2,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.7773843200607788,0.3550176992876678,0,0,0,0,0,0,0,6,1
1,3,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,1,0,0,0.8227362047323793,-0.1839178886561949,-0.7773843200607788,0.270158130802735,0,0,0,0,0,0,3,5,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,1,0,0,0.8227362047323793,-0.1839178886561949,-0.08675741125016073,-0.7481566910164584,0,0,0,0,0,0,2,6,1
8,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.2794905020810309,-0.7481566910164584,0,0,0,0,0,0,0,6,1
6,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,1,0,1,0,0,0.8227362047323793,-0.1839178886561949,-0.7613232291582064,0.270158130802735,0,0,0,0,0,0,2,2,1
1,2,-0.34954730023533004,-0.2744240920023839,-0.22382148267331547,2,0,0,0,0,-1.1791867490392305,-0.1839178886561949,-0.375857047496466,-0.7481566910164584,0,0,0,0,0,0,0,5,1
